Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Categoría (product.metafields.custom.contexto),Bundle Discount Rate (product.metafields.c_f.bundle_discount_rate),Dimensiones (product.metafields.c_f.dimensions),Grouped Sub Product (product.metafields.c_f.grouped_sub_product),Material (product.metafields.c_f.material),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Tamaño de accesorio (product.metafields.shopify.accessory-size),Grupo de edad (product.metafields.shopify.age-group),Tipo de joyería corporal (product.metafields.shopify.body-jewelry-type),Diseño de la pulsera (product.metafields.shopify.bracelet-design),Tipo de eslabón de cadena (product.metafields.shopify.chain-link-type),Color (product.metafields.shopify.color-pattern),Diseño de aretes (product.metafields.shopify.earring-design),Color del instrumento (product.metafields.shopify.instrument-color),Material de joyería (product.metafields.shopify.jewelry-material),Tipo de joyería (product.metafields.shopify.jewelry-type),Material (product.metafields.shopify.material),Diseño de collar (product.metafields.shopify.necklace-design),Diseño de anillo (product.metafields.shopify.ring-design),Tamaño del anillo (product.metafields.shopify.ring-size),Sexo objetivo (product.metafields.shopify.target-gender),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Included / United States,Price / United States,Compare At Price / United States,Status
anillo-waves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN081DOXXW-Dorado-Anillo-Waves-Uso-2.jpg?v=1761331332,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anillo-waves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_27ae91ac-133e-4373-8299-6683f62f06fa.jpg?v=1771363016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anillo-double-chain,Anillo Double Chain,"<p><!--StartFragment --></p>
<p>El<strong> Anillo Double Chain</strong> se distingue por su diseño de doble cadena entrelazada, creando un efecto gráfico y texturizado que transmite carácter y modernidad. </p>
<p>Su diseño ajustable permite un calce perfecto, adaptándose a diferentes tamaños de dedo sin sacrificar comodidad. </p>
<p>Fabricado en <strong>acero quirúrgico hipoalergénico</strong>, es resistente al agua y cómodo para uso diario. El acabado pulido realza el detalle de los eslabones, logrando un estilo atemporal que se adapta tanto a looks casuales como sofisticados</p>
<p><!--EndFragment --></p>",Blunua,Ropa y accesorios > Joyería > Anillos,Anillos,"Anillo, Anillos, Anillos ajustables, Anillos Ajustables Her, Anillos Gruesos Her, Dorado, Magia, Negro, Plateado, Regalos100W",TRUE,Color,Dorado,,,,,,,,AN080DOXXW,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN080DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN080DOXXW-dorado-Anillo-Double-Chain-uso-5.jpg?v=1758226153,1,,FALSE,"Anillo Double Chain | Acero Quirúrgico Minimalista, moderno y Versátil","El Anillo Double Chain, Doble cadena entrelazada, creando un efecto gráfico y texturizado que transmite. Fabricado en acero quirúrgico hipoalergénico, es resistente al agua, para uso diario. ",,,,,,,,,,,,mujer,,"<ul>
<li><strong>Talla Graduable</strong>: 6 al 9</li>
</ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos,,,,plateado; silver; gold; dorado,,,stainless-steel,fine-jewelry,,,dos-lineas,ajustable,femenino; female,medidor-de-anillos,medidor-de-anillos; anillo-stable-double; anillo-stable; anillo-simetria,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN080DOXXW-dorado-Anillo-Double-Chain-uso-4.jpg?v=1758226153,g,,,TRUE,,,TRUE,,,active
anillo-double-chain,,,,,,,,,Negro,,,,,,,,AN080NEXXW,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN080NEXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN080DOXXW-dorado-Anillo-Double-Chain-uso-4.jpg?v=1758226153,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN080NEXXW-negro-Anillo-Double-Chain-uso-2.jpg?v=1758227424,g,,,,,,,,,
anillo-double-chain,,,,,,,,,Plateado,,,,,,,,AN080PLXXW,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,AN080PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN080DOXXW-dorado-Anillo-Double-Chain-uso.jpg?v=1758226153,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN080PLXXW-plateado-Anillo-Double-Chain-uso-3.jpg?v=1758232242,g,,,,,,,,,
anillo-double-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN080NEXXW-negro-Anillo-Double-Chain-uso-2.jpg?v=1758227424,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anillo-double-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN080NEXXW-NE-Anillo-Double-Chain-uso.jpg?v=1758227424,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anillo-double-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN080PLXXW-plateado-Anillo-Double-Chain-uso-3.jpg?v=1758232242,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anillo-double-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN080PLXXW-plateado-Anillo-Double-Chain-uso-2.jpg?v=1758232242,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anillo-double-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_0f7d6681-feee-47c1-a8df-1b620ed1dafd.jpg?v=1771362134,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anillo-ilusion,Anillo Ilusión,"<p>El <strong>Anillo Ilusión</strong> es para quienes aman destacar sin decir una palabra. Su diseño orgánico, voluminoso pero liviano, envuelve el dedo con fuerza y elegancia, como una escultura que cobra vida. Su forma lo dice todo: audaz, fluida y con carácter. Es perfecto para elevar cualquier look, desde lo casual hasta lo más sofisticado.</p>
<p>Llévalo solo para un look impactante o combínalo con anillos delicados para contraste. </p>
<p>Fabricado en <strong>acero quirúrgico</strong>, <strong>hipoalergénico</strong>, te acompaña con brillo duradero, resistencia y total comodidad.<strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Anillos,Anillos,"6, 7, Anillo, Anillos, Anillos for her, Anillos Gruesos, Anillos Gruesos Her, brillo magico, Dorado, for her, Negro, para ella, Plateado, Regalos100W, SringSale",TRUE,Color,Dorado,,Talla,6,,,,,AN079DO06W,0,shopify,deny,manual,108000,,TRUE,TRUE,,,,,AN079DO06W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN079DO07W-Dorado-Anillo-Ilusion-Uso-4_c9c64644-a41e-486c-9e7e-8459f916c375.jpg?v=1762284784,1,,FALSE,"Anillo Ilusión | Acero Quirúrgico, Diseño escultural único, Elegante.","Anillo Ilusión con diseño escultural único y envolvente. Estilo moderno, ideal para destacar. Hecho en acero quirúrgico, hipoalergénico, cómodo y duradero.",,,,,,,,,,,,mujer,,"  <p><ul>
    <li><strong>Ancho:</strong> 2 cm</li>
    <li><strong>Peso:</strong>9,6 gr </li>
    <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,adultos; adults,,,,dorado; plateado; negro; gold; silver; black,,,stainless-steel; acero-inoxidable,fine-jewelry; joyeria-fina,,,grueso,6; 7,femenino; female,medidor-de-anillos,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN079DO07W-Dorado-Anillo-Ilusion-Uso-4_c9c64644-a41e-486c-9e7e-8459f916c375.jpg?v=1762284784,g,,,TRUE,,,TRUE,,,active
anillo-ilusion,,,,,,,,,Dorado,,,7,,,,,AN079DO07W,0,shopify,deny,manual,108000,,TRUE,TRUE,,,,,AN079DO07W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN079PL07W_DO_Anillo_Ilusion_uso.jpg?v=1762284784,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN079DO07W-Dorado-Anillo-Ilusion-Uso-4_c9c64644-a41e-486c-9e7e-8459f916c375.jpg?v=1762284784,g,,,,,,,,,
anillo-ilusion,,,,,,,,,Negro,,,6,,,,,AN079NE06W,0,shopify,deny,manual,108000,,TRUE,TRUE,,,,,AN079NE06W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN079PL07W_PL_Anillo_Ilusion_uso_2a965894-7313-451f-924f-822f1620b75e.png?v=1762284784,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN079NE07W_NE_Anillo_Ilusion_uso_5f7a84a3-e239-4964-a3a2-e8a63994cbc7.png?v=1762284784,g,,,,,,,,,
anillo-ilusion,,,,,,,,,Negro,,,7,,,,,AN079NE07W,0,shopify,deny,manual,108000,,TRUE,TRUE,,,,,AN079NE07W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN079NE07W_NE_Anillo_Ilusion_uso_5f7a84a3-e239-4964-a3a2-e8a63994cbc7.png?v=1762284784,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN079NE07W_NE_Anillo_Ilusion_uso_5f7a84a3-e239-4964-a3a2-e8a63994cbc7.png?v=1762284784,g,,,,,,,,,
anillo-ilusion,,,,,,,,,Plateado,,,6,,,,,AN079PL06W,0,shopify,deny,manual,108000,,TRUE,TRUE,,,,,AN079PL06W,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_c3d0ffa6-8105-4a2f-a491-01219c7ea740.jpg?v=1771361990,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN079PL07W_PL_Anillo_Ilusion_uso_2a965894-7313-451f-924f-822f1620b75e.png?v=1762284784,g,,,,,,,,,
anillo-ilusion,,,,,,,,,Plateado,,,7,,,,,AN079PL07W,0,shopify,deny,manual,108000,,TRUE,TRUE,,,,,AN079PL07W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AN079PL07W_PL_Anillo_Ilusion_uso_2a965894-7313-451f-924f-822f1620b75e.png?v=1762284784,g,,,,,,,,,
aretes-jewel,Aretes Jewel,"<p><strong><!--StartFragment --></strong></p>
<p>Los <strong>Aretes Jewel </strong>destacan por su <strong>diseño de tres segmentos alineados verticalmente con textura acanalada</strong>, creando un efecto moderno y elegante que aporta volumen y movimiento. Ofrecen una estética única que se adapta a distintos estilos, desde lo sofisticado hasta lo audaz.</p>
<p>Su estructura ligera asegura comodidad, mientras que su diseño llamativo los convierte en el accesorio perfecto para quienes buscan un look versátil y con carácter.</p>
<p>Fabricados en <strong>acero quirúrgico hipoalergénico</strong>, son resistentes al agua y mantienen su acabado impecable con el uso diario. <strong></strong></p>
<p><strong><!--EndFragment --></strong></p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes Largos,"Aretes, Aretes Her, Aretes Largos, brillo magico, Candongas, Dorado, for her, Negro, para ella, Plateado, Regalos100W, SS50",TRUE,Color,Dorado,,,,,,,,AR070DOXXW,0,shopify,deny,manual,89000,,TRUE,TRUE,,,,,AR070DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR070DOXXW-Dorado-Aretes-Jewel-Uso-2.jpg?v=1768575564,1,,FALSE,Aretes Jewel | Acero Quirúrgico diseño escultórico de tres segmentos acanalados,"Los Aretes Jewel en acero quirúrgico hipoalergénico: diseño escultórico de tres segmentos acanalados, disponibles en dorado, plateado y negro, perfectos para un estilo moderno y audaz.",,,,,,,,,,,,mujer,,"<ul>
<li><strong>Largo:</strong> 3,9 cm.</li>
<li><strong>Peso:</strong> 6,4 gr c/u</li>
</ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos; adults,,,,dorado; negro; plateado,caida,,acero-inoxidable; stainless-steel,joyeria-fina; fine-jewelry,acero-inoxidable,,,,femenino; female,,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR070DOXXW-Dorado-Aretes-Jewel-Uso-2.jpg?v=1768575564,g,,,TRUE,,,TRUE,,,active
aretes-jewel,,,,,,,,,Negro,,,,,,,,AR070NEXXW,0,shopify,deny,manual,89000,,TRUE,TRUE,,,,,AR070NEXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR070PLXXW_DO_Aretes_Jewel_uso.jpg?v=1768575564,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR070PLXXW_PL_Aretes_Jewel_uso_287b8336-9bd5-4a68-86ef-b365806e7ad4.png?v=1768575564,g,,,,,,,,,
aretes-jewel,,,,,,,,,Plateado,,,,,,,,AR070PLXXW,0,shopify,deny,manual,89000,,TRUE,TRUE,,,,,AR070PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR070PLXXW_PL_Aretes_Jewel_uso_287b8336-9bd5-4a68-86ef-b365806e7ad4.png?v=1768575564,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR070NEXXW_NE_Aretes_Jewel_uso_86e0c69b-eac4-4c7f-83e0-75bb61ca3b30.png?v=1768575564,g,,,,,,,,,
aretes-jewel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR070NEXXW-NEgro-Aretes-Jewel-Uso-2.jpg?v=1768575564,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-jewel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR070NEXXW_NE_Aretes_Jewel_uso_86e0c69b-eac4-4c7f-83e0-75bb61ca3b30.png?v=1768575564,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-jewel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/cajita_metalica_2025.jpg?v=1776697481,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-maxi-rib,Candongas Maxi Rib,"<p>Las <strong>Candongas Maxi Rib </strong>destacan por su diseño tubular con textura acanalada que refleja la luz en cada curva. Su estética robusta y moderna aporta volumen y carácter, convirtiéndolas en un accesorio protagonista que transforma cualquier look.</p>
<p>Fabricadas en <strong>acero quirúrgico hipoalergénico</strong>, son resistentes al agua y cómodas para uso diario. Disponibles en acabados dorado, negro y plateado, transmiten fuerza, elegancia y autenticidad atemporal.<strong></strong><strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes Candongas,"Arete Candongas Her, Aretes, Aretes Candongas, Candongas, Dorado, for her, Negro, para ella, Regalos100W, SS15",TRUE,Color,Dorado,,,,,,,,CA065DOXXW,0,shopify,deny,manual,91000,,TRUE,TRUE,,,,,CA065DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA065DOXXW_DO_Candongas_Maxi_Rib_uso_4.jpg?v=1756434898,1,,FALSE,"Candongas Maxi Rib | Acero quirúrgico, aros acanalados, modernos, audaces ","Las Candongas Maxi Rib de Blunua en acero quirúrgico: diseño tubular acanalado, hipoalergénicas y resistentes al agua. Modernas, versátiles y con carácter audaz.",,,,,,,,,,,,mujer,,"  <p><ul>
    <li><strong>Grosor:</strong> 5.5 mm</li>
        <li><strong>Diámetro Externo:</strong> 1,8 cm</li>
  <li><strong>Peso:</strong> 5,6 gr</li>
      <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,adultos; adults,,,,dorado; negro; plateado,aro,,acero-inoxidable; stainless-steel,joyeria-fina; fine-jewelry,acero-inoxidable,,,,femenino; female,,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA065DOXXW_DO_Candongas_Maxi_Rib_uso_4.jpg?v=1756434898,g,,,TRUE,,,TRUE,,,active
candongas-maxi-rib,,,,,,,,,Negro,,,,,,,,CA065NEXXW,0,shopify,deny,manual,91000,,TRUE,TRUE,,,,,CA065NEXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA065DOXXW-Dorado-Candongas_maxi_Rib-LS..jpg?v=1756434900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA065NEXXW_NE_Candongas_Maxi_Rib_uso_3f5b2ff4-97d4-4a33-a8bc-dd2227194812.png?v=1770746079,g,,,,,,,,,
candongas-maxi-rib,,,,,,,,,Plateado,,,,,,,,CA065PLXXW,0,shopify,deny,manual,91000,,TRUE,TRUE,,,,,CA065PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA065NEXXW_NE_Candongas_Maxi_Rib_uso_3f5b2ff4-97d4-4a33-a8bc-dd2227194812.png?v=1770746079,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA065PLXXW-PL-Candongas-Maxi-Rib-uso.jpg?v=1770746079,g,,,,,,,,,
candongas-maxi-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA065NEXXW-Negro-Candongas_maxi_Rib-LS.jpg?v=1770746079,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-maxi-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA065PLXXW-PL-Candongas-Maxi-Rib-uso.jpg?v=1770746079,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-maxi-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CA065PLXXW-Plateado-Candongas_maxi_Rib-LS-3.jpg?v=1770746079,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-maxi-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_7d7aaa92-8479-4eb3-9ffc-9cc068c38dda.jpg?v=1771276906,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-turn-mini,Piercing Turn Mini,"<p>El <strong>Piercing Turn</strong> <strong>Mini</strong> es una argolla de diseño de giro con textura tipo cuerda de tamaño pequeño, creando un contraste visual y táctil. Este detalle aporta carácter sin perder la elegancia, convirtiéndolo en una pieza ideal para quienes buscan algo sutil, pero con personalidad.<br>Su forma cerrada y su acabado uniforme lo hacen cómodo para el uso diario en zonas como el lóbulo, el hélix o el septum.</p>
<p>Fabricado <strong>en acero quirúrgico</strong>, es <strong>hipoalergénico</strong>, <strong>resistente al agua</strong> y pulido a mano para lograr un acabado impecable.</p>
<p><strong>*Este piercing se vende por unidad. Si deseas un par, añade dos al carrito.</strong><strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Joyas para piercings,Piercings,"Dorado, Negro, Piercing Her, Piercings, Plateado, Regalos100W",TRUE,Color,Negro,,,,,,,,PI008NEXXW,0,shopify,deny,manual,68000,,TRUE,TRUE,,,,,PI008NEXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI008NEXXW-Negro-Piercing-Turn-Mini-Uso-1.jpg?v=1771608711,1,,FALSE,Piercing Turn Mini | Acero Quirúrgico Con textura trenzada y estilo sutil,"El Piercing Turn Mini Blunua en acero quirúrgico, diseño segmentado con textura trenzada. Hipoalergénico, resistente al agua, pulido a mano y cómodo para uso diario.",,,,,,,,,,,,mujer,,"  <p><ul>
    <li><strong>Grosor</strong>: 1 mm</li>
    <li><strong>Diámetro Interno</strong>: 6 mm </li>
    <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos; adults,pendiente-de-cartilago; anillo-para-tabique-nasal; piercing-de-nariz; piercing-cutaneo; piercing-de-ceja; nose-piercing,,,dorado; plateado; silver; gold; negro,,,stainless-steel; acero-inoxidable,fine-jewelry; joyeria-fina,,,,,femenino; female,,,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI008NEXXW_NE_Piercing_Turn_Mini_LS.jpg?v=1771608711,g,,,TRUE,,,TRUE,,,active
piercing-turn-mini,,,,,,,,,Plateado,,,,,,,,PI008PLXXW,0,shopify,deny,manual,68000,,TRUE,TRUE,,,,,PI008PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI008NEXXW_NE_Piercing_Turn_Mini_LS.jpg?v=1771608711,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI008PLXXW_PL_Piercing_Turn_Mini_LS.jpg?v=1771608711,g,,,,,,,,,
piercing-turn-mini,,,,,,,,,Dorado,,,,,,,,PI008DOXXW,0,shopify,deny,manual,68000,,TRUE,TRUE,,,,,PI008DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI008DOXXW_DO_Piercing_Turn_Mini_LS_1.jpg?v=1771608711,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI008DOXXW_DO_Piercing_Turn_Mini_LS_2.jpg?v=1771608711,g,,,,,,,,,
piercing-turn-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI008PLXXW_PL_Piercing_Turn_Mini_LS.jpg?v=1771608711,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-turn-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI008DOXXW_DO_Piercing_Turn_Mini_LS_2.jpg?v=1771608711,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-turn-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PI008DOXXW-Dorado-Piercing-Turn-Mini-Ls-2.jpg?v=1771608711,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piercing-turn-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_27aa4da3-528c-41c6-8972-009123dd304c.jpg?v=1776708816,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
